Row No.,Passenger Class,Name,Sex,Age,No of Sibilings or Spouses on Board,No of Partners or Childern on Board,Ticket Number,Passenger Fare,Cabin,Port of Embarkation,Life Boat,Survived
767,Third,"Delalic, Mr. Redjo",Male,25,0,0,349250,7.8958,?,Southampton,?,No
768,Third,"Demetri, Mr. Marinko",Male,?,0,0,349238,7.8958,?,Southampton,?,No
769,Third,"Denkoff, Mr. Mitto",Male,?,0,0,349225,7.8958,?,Southampton,?,No
770,Third,"Dennis, Mr. Samuel",Male,22,0,0,A/5 21172,7.25,?,Southampton,?,No
771,Third,"Dennis, Mr. William",Male,36,0,0,A/5 21175,7.25,?,Southampton,?,No
772,Third,"Devaney, Miss. Margaret Delia",Female,19,0,0,330958,7.8792,?,Queenstown,C,Yes
773,Third,"Dika, Mr. Mirko",Male,17,0,0,349232,7.8958,?,Southampton,?,No
774,Third,"Dimic, Mr. Jovan",Male,42,0,0,315088,8.6625,?,Southampton,?,No
775,Third,"Dintcheff, Mr. Valtcho",Male,43,0,0,349226,7.8958,?,Southampton,?,No
776,Third,"Doharr, Mr. Tannous",Male,?,0,0,2686,7.2292,?,Cherbourg,?,No
777,Third,"Dooley, Mr. Patrick",Male,32,0,0,370376,7.75,?,Queenstown,?,No
778,Third,"Dorking, Mr. Edward Arthur",Male,19,0,0,A/5. 10482,8.05,?,Southampton,B,Yes
779,Third,"Dowdell, Miss. Elizabeth",Female,30,0,0,364516,12.475,?,Southampton,13,Yes
780,Third,"Doyle, Miss. Elizabeth",Female,24,0,0,368702,7.75,?,Queenstown,?,No
781,Third,"Drapkin, Miss. Jennie",Female,23,0,0,SOTON/OQ 392083,8.05,?,Southampton,?,Yes
782,Third,"Drazenoic, Mr. Jozef",Male,33,0,0,349241,7.8958,?,Cherbourg,?,No
783,Third,"Duane, Mr. Frank",Male,65,0,0,336439,7.75,?,Queenstown,?,No
784,Third,"Duquemin, Mr. Joseph",Male,24,0,0,S.O./P.P. 752,7.55,?,Southampton,D,Yes
785,Third,"Dyker, Mr. Adolf Fredrik",Male,23,1,0,347072,13.9,?,Southampton,?,No
786,Third,"Dyker, Mrs. Adolf Fredrik (Anna Elisabeth Judith Andersson)",Female,22,1,0,347072,13.9,?,Southampton,16,Yes
787,Third,"Edvardsson, Mr. Gustaf Hjalmar",Male,18,0,0,349912,7.775,?,Southampton,?,No
788,Third,"Eklund, Mr. Hans Linus",Male,16,0,0,347074,7.775,?,Southampton,?,No
789,Third,"Ekstrom, Mr. Johan",Male,45,0,0,347061,6.975,?,Southampton,?,No
790,Third,"Elias, Mr. Dibo",Male,?,0,0,2674,7.225,?,Cherbourg,?,No
791,Third,"Elias, Mr. Joseph",Male,39,0,2,2675,7.2292,?,Cherbourg,?,No
792,Third,"Elias, Mr. Joseph Jr",Male,17,1,1,2690,7.2292,?,Cherbourg,?,No
793,Third,"Elias, Mr. Tannous",Male,15,1,1,2695,7.2292,?,Cherbourg,?,No
794,Third,"Elsbury, Mr. William James",Male,47,0,0,A/5 3902,7.25,?,Southampton,?,No
795,Third,"Emanuel, Miss. Virginia Ethel",Female,5,0,0,364516,12.475,?,Southampton,13,Yes
796,Third,"Emir, Mr. Farred Chehab",Male,?,0,0,2631,7.225,?,Cherbourg,?,No
797,Third,"Everett, Mr. Thomas James",Male,40.5,0,0,C.A. 6212,15.1,?,Southampton,?,No
798,Third,"Farrell, Mr. James",Male,40.5,0,0,367232,7.75,?,Queenstown,?,No
799,Third,"Finoli, Mr. Luigi",Male,?,0,0,SOTON/O.Q. 3101308,7.05,?,Southampton,15,Yes
800,Third,"Fischer, Mr. Eberhard Thelander",Male,18,0,0,350036,7.7958,?,Southampton,?,No
801,Third,"Fleming, Miss. Honora",Female,?,0,0,364859,7.75,?,Queenstown,?,No
802,Third,"Flynn, Mr. James",Male,?,0,0,364851,7.75,?,Queenstown,?,No
803,Third,"Flynn, Mr. John",Male,?,0,0,368323,6.95,?,Queenstown,?,No
804,Third,"Foley, Mr. Joseph",Male,26,0,0,330910,7.8792,?,Queenstown,?,No
805,Third,"Foley, Mr. William",Male,?,0,0,365235,7.75,?,Queenstown,?,No
806,Third,"Foo, Mr. Choong",Male,?,0,0,1601,56.4958,?,Southampton,13,Yes
807,Third,"Ford, Miss. Doolina Margaret ""Daisy""",Female,21,2,2,W./C. 6608,34.375,?,Southampton,?,No
808,Third,"Ford, Miss. Robina Maggie ""Ruby""",Female,9,2,2,W./C. 6608,34.375,?,Southampton,?,No
809,Third,"Ford, Mr. Arthur",Male,?,0,0,A/5 1478,8.05,?,Southampton,?,No
810,Third,"Ford, Mr. Edward Watson",Male,18,2,2,W./C. 6608,34.375,?,Southampton,?,No
811,Third,"Ford, Mr. William Neal",Male,16,1,3,W./C. 6608,34.375,?,Southampton,?,No
812,Third,"Ford, Mrs. Edward (Margaret Ann Watson)",Female,48,1,3,W./C. 6608,34.375,?,Southampton,?,No
813,Third,"Fox, Mr. Patrick",Male,?,0,0,368573,7.75,?,Queenstown,?,No
814,Third,"Franklin, Mr. Charles (Charles Fardon)",Male,?,0,0,SOTON/O.Q. 3101314,7.25,?,Southampton,?,No
815,Third,"Gallagher, Mr. Martin",Male,25,0,0,36864,7.7417,?,Queenstown,?,No
816,Third,"Garfirth, Mr. John",Male,?,0,0,358585,14.5,?,Southampton,?,No
817,Third,"Gheorgheff, Mr. Stanio",Male,?,0,0,349254,7.8958,?,Cherbourg,?,No
818,Third,"Gilinski, Mr. Eliezer",Male,22,0,0,14973,8.05,?,Southampton,?,No
819,Third,"Gilnagh, Miss. Katherine ""Katie""",Female,16,0,0,35851,7.7333,?,Queenstown,16,Yes
820,Third,"Glynn, Miss. Mary Agatha",Female,?,0,0,335677,7.75,?,Queenstown,13,Yes
821,Third,"Goldsmith, Master. Frank John William ""Frankie""",Male,9,0,2,363291,20.525,?,Southampton,C D,Yes
822,Third,"Goldsmith, Mr. Frank John",Male,33,1,1,363291,20.525,?,Southampton,?,No
823,Third,"Goldsmith, Mr. Nathan",Male,41,0,0,SOTON/O.Q. 3101263,7.85,?,Southampton,?,No
824,Third,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",Female,31,1,1,363291,20.525,?,Southampton,C D,Yes
825,Third,"Goncalves, Mr. Manuel Estanslas",Male,38,0,0,SOTON/O.Q. 3101306,7.05,?,Southampton,?,No
826,Third,"Goodwin, Master. Harold Victor",Male,9,5,2,CA 2144,46.9,?,Southampton,?,No
827,Third,"Goodwin, Master. Sidney Leonard",Male,1,5,2,CA 2144,46.9,?,Southampton,?,No
828,Third,"Goodwin, Master. William Frederick",Male,11,5,2,CA 2144,46.9,?,Southampton,?,No
829,Third,"Goodwin, Miss. Jessie Allis",Female,10,5,2,CA 2144,46.9,?,Southampton,?,No
830,Third,"Goodwin, Miss. Lillian Amy",Female,16,5,2,CA 2144,46.9,?,Southampton,?,No
831,Third,"Goodwin, Mr. Charles Edward",Male,14,5,2,CA 2144,46.9,?,Southampton,?,No
832,Third,"Goodwin, Mr. Charles Frederick",Male,40,1,6,CA 2144,46.9,?,Southampton,?,No
833,Third,"Goodwin, Mrs. Frederick (Augusta Tyler)",Female,43,1,6,CA 2144,46.9,?,Southampton,?,No
834,Third,"Green, Mr. George Henry",Male,51,0,0,21440,8.05,?,Southampton,?,No
835,Third,"Gronnestad, Mr. Daniel Danielsen",Male,32,0,0,8471,8.3625,?,Southampton,?,No
836,Third,"Guest, Mr. Robert",Male,?,0,0,376563,8.05,?,Southampton,?,No
837,Third,"Gustafsson, Mr. Alfred Ossian",Male,20,0,0,7534,9.8458,?,Southampton,?,No
838,Third,"Gustafsson, Mr. Anders Vilhelm",Male,37,2,0,3101276,7.925,?,Southampton,?,No
839,Third,"Gustafsson, Mr. Johan Birger",Male,28,2,0,3101277,7.925,?,Southampton,?,No
840,Third,"Gustafsson, Mr. Karl Gideon",Male,19,0,0,347069,7.775,?,Southampton,?,No
841,Third,"Haas, Miss. Aloisia",Female,24,0,0,349236,8.85,?,Southampton,?,No
842,Third,"Hagardon, Miss. Kate",Female,17,0,0,AQ/3. 30631,7.7333,?,Queenstown,?,No
843,Third,"Hagland, Mr. Ingvald Olai Olsen",Male,?,1,0,65303,19.9667,?,Southampton,?,No
844,Third,"Hagland, Mr. Konrad Mathias Reiersen",Male,?,1,0,65304,19.9667,?,Southampton,?,No
845,Third,"Hakkarainen, Mr. Pekka Pietari",Male,28,1,0,STON/O2. 3101279,15.85,?,Southampton,?,No
846,Third,"Hakkarainen, Mrs. Pekka Pietari (Elin Matilda Dolck)",Female,24,1,0,STON/O2. 3101279,15.85,?,Southampton,15,Yes
847,Third,"Hampe, Mr. Leon",Male,20,0,0,345769,9.5,?,Southampton,?,No
848,Third,"Hanna, Mr. Mansour",Male,23.5,0,0,2693,7.2292,?,Cherbourg,?,No
849,Third,"Hansen, Mr. Claus Peter",Male,41,2,0,350026,14.1083,?,Southampton,?,No
850,Third,"Hansen, Mr. Henrik Juul",Male,26,1,0,350025,7.8542,?,Southampton,?,No
851,Third,"Hansen, Mr. Henry Damsgaard",Male,21,0,0,350029,7.8542,?,Southampton,?,No
852,Third,"Hansen, Mrs. Claus Peter (Jennie L Howard)",Female,45,1,0,350026,14.1083,?,Southampton,11,Yes
853,Third,"Harknett, Miss. Alice Phoebe",Female,?,0,0,W./C. 6609,7.55,?,Southampton,?,No
854,Third,"Harmer, Mr. Abraham (David Lishin)",Male,25,0,0,374887,7.25,?,Southampton,B,No
855,Third,"Hart, Mr. Henry",Male,?,0,0,394140,6.8583,?,Queenstown,?,No
856,Third,"Hassan, Mr. Houssein G N",Male,11,0,0,2699,18.7875,?,Cherbourg,?,No
857,Third,"Healy, Miss. Hanora ""Nora""",Female,?,0,0,370375,7.75,?,Queenstown,16,Yes
858,Third,"Hedman, Mr. Oskar Arvid",Male,27,0,0,347089,6.975,?,Southampton,15,Yes
859,Third,"Hee, Mr. Ling",Male,?,0,0,1601,56.4958,?,Southampton,C,Yes
860,Third,"Hegarty, Miss. Hanora ""Nora""",Female,18,0,0,365226,6.75,?,Queenstown,?,No
861,Third,"Heikkinen, Miss. Laina",Female,26,0,0,STON/O2. 3101282,7.925,?,Southampton,?,Yes
862,Third,"Heininen, Miss. Wendla Maria",Female,23,0,0,STON/O2. 3101290,7.925,?,Southampton,?,No
863,Third,"Hellstrom, Miss. Hilda Maria",Female,22,0,0,7548,8.9625,?,Southampton,C,Yes
864,Third,"Hendekovic, Mr. Ignjac",Male,28,0,0,349243,7.8958,?,Southampton,?,No
865,Third,"Henriksson, Miss. Jenny Lovisa",Female,28,0,0,347086,7.775,?,Southampton,?,No
866,Third,"Henry, Miss. Delia",Female,?,0,0,382649,7.75,?,Queenstown,?,No
867,Third,"Hirvonen, Miss. Hildur E",Female,2,0,1,3101298,12.2875,?,Southampton,15,Yes
868,Third,"Hirvonen, Mrs. Alexander (Helga E Lindqvist)",Female,22,1,1,3101298,12.2875,?,Southampton,15,Yes
869,Third,"Holm, Mr. John Fredrik Alexander",Male,43,0,0,C 7075,6.45,?,Southampton,?,No
870,Third,"Holthen, Mr. Johan Martin",Male,28,0,0,C 4001,22.525,?,Southampton,?,No
871,Third,"Honkanen, Miss. Eliina",Female,27,0,0,STON/O2. 3101283,7.925,?,Southampton,?,Yes
872,Third,"Horgan, Mr. John",Male,?,0,0,370377,7.75,?,Queenstown,?,No
873,Third,"Howard, Miss. May Elizabeth",Female,?,0,0,A. 2. 39186,8.05,?,Southampton,C,Yes
874,Third,"Humblen, Mr. Adolf Mathias Nicolai Olsen",Male,42,0,0,348121,7.65,F G63,Southampton,?,No
875,Third,"Hyman, Mr. Abraham",Male,?,0,0,3470,7.8875,?,Southampton,C,Yes
876,Third,"Ibrahim Shawah, Mr. Yousseff",Male,30,0,0,2685,7.2292,?,Cherbourg,?,No
877,Third,"Ilieff, Mr. Ylio",Male,?,0,0,349220,7.8958,?,Southampton,?,No
878,Third,"Ilmakangas, Miss. Ida Livija",Female,27,1,0,STON/O2. 3101270,7.925,?,Southampton,?,No
879,Third,"Ilmakangas, Miss. Pieta Sofia",Female,25,1,0,STON/O2. 3101271,7.925,?,Southampton,?,No
880,Third,"Ivanoff, Mr. Kanio",Male,?,0,0,349201,7.8958,?,Southampton,?,No
881,Third,"Jalsevac, Mr. Ivan",Male,29,0,0,349240,7.8958,?,Cherbourg,15,Yes
882,Third,"Jansson, Mr. Carl Olof",Male,21,0,0,350034,7.7958,?,Southampton,A,Yes
883,Third,"Jardin, Mr. Jose Neto",Male,?,0,0,SOTON/O.Q. 3101305,7.05,?,Southampton,?,No
884,Third,"Jensen, Mr. Hans Peder",Male,20,0,0,350050,7.8542,?,Southampton,?,No
885,Third,"Jensen, Mr. Niels Peder",Male,48,0,0,350047,7.8542,?,Southampton,?,No
886,Third,"Jensen, Mr. Svend Lauritz",Male,17,1,0,350048,7.0542,?,Southampton,?,No
887,Third,"Jermyn, Miss. Annie",Female,?,0,0,14313,7.75,?,Queenstown,D,Yes
888,Third,"Johannesen-Bratthammer, Mr. Bernt",Male,?,0,0,65306,8.1125,?,Southampton,13,Yes
889,Third,"Johanson, Mr. Jakob Alfred",Male,34,0,0,3101264,6.4958,?,Southampton,?,No
890,Third,"Johansson Palmquist, Mr. Oskar Leander",Male,26,0,0,347070,7.775,?,Southampton,15,Yes
891,Third,"Johansson, Mr. Erik",Male,22,0,0,350052,7.7958,?,Southampton,?,No
892,Third,"Johansson, Mr. Gustaf Joel",Male,33,0,0,7540,8.6542,?,Southampton,?,No
893,Third,"Johansson, Mr. Karl Johan",Male,31,0,0,347063,7.775,?,Southampton,?,No
894,Third,"Johansson, Mr. Nils",Male,29,0,0,347467,7.8542,?,Southampton,?,No
895,Third,"Johnson, Master. Harold Theodor",Male,4,1,1,347742,11.1333,?,Southampton,15,Yes
896,Third,"Johnson, Miss. Eleanor Ileen",Female,1,1,1,347742,11.1333,?,Southampton,15,Yes
897,Third,"Johnson, Mr. Alfred",Male,49,0,0,LINE,0,?,Southampton,?,No
898,Third,"Johnson, Mr. Malkolm Joackim",Male,33,0,0,347062,7.775,?,Southampton,?,No
899,Third,"Johnson, Mr. William Cahoone Jr",Male,19,0,0,LINE,0,?,Southampton,?,No
900,Third,"Johnson, Mrs. Oscar W (Elisabeth Vilhelmina Berg)",Female,27,0,2,347742,11.1333,?,Southampton,15,Yes
901,Third,"Johnston, Master. William Arthur ""Willie""",Male,?,1,2,W./C. 6607,23.45,?,Southampton,?,No
902,Third,"Johnston, Miss. Catherine Helen ""Carrie""",Female,?,1,2,W./C. 6607,23.45,?,Southampton,?,No
903,Third,"Johnston, Mr. Andrew G",Male,?,1,2,W./C. 6607,23.45,?,Southampton,?,No
904,Third,"Johnston, Mrs. Andrew G (Elizabeth ""Lily"" Watson)",Female,?,1,2,W./C. 6607,23.45,?,Southampton,?,No
905,Third,"Jonkoff, Mr. Lalio",Male,23,0,0,349204,7.8958,?,Southampton,?,No
906,Third,"Jonsson, Mr. Carl",Male,32,0,0,350417,7.8542,?,Southampton,15,Yes
907,Third,"Jonsson, Mr. Nils Hilding",Male,27,0,0,350408,7.8542,?,Southampton,?,No
908,Third,"Jussila, Miss. Katriina",Female,20,1,0,4136,9.825,?,Southampton,?,No
909,Third,"Jussila, Miss. Mari Aina",Female,21,1,0,4137,9.825,?,Southampton,?,No
910,Third,"Jussila, Mr. Eiriik",Male,32,0,0,STON/O 2. 3101286,7.925,?,Southampton,15,Yes
911,Third,"Kallio, Mr. Nikolai Erland",Male,17,0,0,STON/O 2. 3101274,7.125,?,Southampton,?,No
912,Third,"Kalvik, Mr. Johannes Halvorsen",Male,21,0,0,8475,8.4333,?,Southampton,?,No
913,Third,"Karaic, Mr. Milan",Male,30,0,0,349246,7.8958,?,Southampton,?,No
914,Third,"Karlsson, Mr. Einar Gervasius",Male,21,0,0,350053,7.7958,?,Southampton,13,Yes
915,Third,"Karlsson, Mr. Julius Konrad Eugen",Male,33,0,0,347465,7.8542,?,Southampton,?,No
916,Third,"Karlsson, Mr. Nils August",Male,22,0,0,350060,7.5208,?,Southampton,?,No
917,Third,"Karun, Miss. Manca",Female,4,0,1,349256,13.4167,?,Cherbourg,15,Yes
918,Third,"Karun, Mr. Franz",Male,39,0,1,349256,13.4167,?,Cherbourg,15,Yes
919,Third,"Kassem, Mr. Fared",Male,?,0,0,2700,7.2292,?,Cherbourg,?,No
920,Third,"Katavelas, Mr. Vassilios (""Catavelas Vassilios"")",Male,18.5,0,0,2682,7.2292,?,Cherbourg,?,No
921,Third,"Keane, Mr. Andrew ""Andy""",Male,?,0,0,12460,7.75,?,Queenstown,?,No
922,Third,"Keefe, Mr. Arthur",Male,?,0,0,323592,7.25,?,Southampton,A,No
923,Third,"Kelly, Miss. Anna Katherine ""Annie Kate""",Female,?,0,0,9234,7.75,?,Queenstown,16,Yes
924,Third,"Kelly, Miss. Mary",Female,?,0,0,14312,7.75,?,Queenstown,D,Yes
925,Third,"Kelly, Mr. James",Male,34.5,0,0,330911,7.8292,?,Queenstown,?,No
926,Third,"Kelly, Mr. James",Male,44,0,0,363592,8.05,?,Southampton,?,No
927,Third,"Kennedy, Mr. John",Male,?,0,0,368783,7.75,?,Queenstown,?,Yes
928,Third,"Khalil, Mr. Betros",Male,?,1,0,2660,14.4542,?,Cherbourg,?,No
929,Third,"Khalil, Mrs. Betros (Zahie ""Maria"" Elias)",Female,?,1,0,2660,14.4542,?,Cherbourg,?,No
930,Third,"Kiernan, Mr. John",Male,?,1,0,367227,7.75,?,Queenstown,?,No
931,Third,"Kiernan, Mr. Philip",Male,?,1,0,367229,7.75,?,Queenstown,?,No
932,Third,"Kilgannon, Mr. Thomas J",Male,?,0,0,36865,7.7375,?,Queenstown,?,No
933,Third,"Kink, Miss. Maria",Female,22,2,0,315152,8.6625,?,Southampton,?,No
934,Third,"Kink, Mr. Vincenz",Male,26,2,0,315151,8.6625,?,Southampton,?,No
935,Third,"Kink-Heilmann, Miss. Luise Gretchen",Female,4,0,2,315153,22.025,?,Southampton,2,Yes
936,Third,"Kink-Heilmann, Mr. Anton",Male,29,3,1,315153,22.025,?,Southampton,2,Yes
937,Third,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",Female,26,1,1,315153,22.025,?,Southampton,2,Yes
938,Third,"Klasen, Miss. Gertrud Emilia",Female,1,1,1,350405,12.1833,?,Southampton,?,No
939,Third,"Klasen, Mr. Klas Albin",Male,18,1,1,350404,7.8542,?,Southampton,?,No
940,Third,"Klasen, Mrs. (Hulda Kristina Eugenia Lofqvist)",Female,36,0,2,350405,12.1833,?,Southampton,?,No
941,Third,"Kraeff, Mr. Theodor",Male,?,0,0,349253,7.8958,?,Cherbourg,?,No
942,Third,"Krekorian, Mr. Neshan",Male,25,0,0,2654,7.2292,F E57,Cherbourg,10,Yes
943,Third,"Lahoud, Mr. Sarkis",Male,?,0,0,2624,7.225,?,Cherbourg,?,No
944,Third,"Laitinen, Miss. Kristina Sofia",Female,37,0,0,4135,9.5875,?,Southampton,?,No
945,Third,"Laleff, Mr. Kristo",Male,?,0,0,349217,7.8958,?,Southampton,?,No
946,Third,"Lam, Mr. Ali",Male,?,0,0,1601,56.4958,?,Southampton,C,Yes
947,Third,"Lam, Mr. Len",Male,?,0,0,1601,56.4958,?,Southampton,?,No
948,Third,"Landergren, Miss. Aurora Adelia",Female,22,0,0,C 7077,7.25,?,Southampton,13,Yes
949,Third,"Lane, Mr. Patrick",Male,?,0,0,7935,7.75,?,Queenstown,?,No
950,Third,"Lang, Mr. Fang",Male,26,0,0,1601,56.4958,?,Southampton,14,Yes
951,Third,"Larsson, Mr. August Viktor",Male,29,0,0,7545,9.4833,?,Southampton,?,No
952,Third,"Larsson, Mr. Bengt Edvin",Male,29,0,0,347067,7.775,?,Southampton,?,No
953,Third,"Larsson-Rondberg, Mr. Edvard A",Male,22,0,0,347065,7.775,?,Southampton,?,No
954,Third,"Leeni, Mr. Fahim (""Philip Zenni"")",Male,22,0,0,2620,7.225,?,Cherbourg,6,Yes
955,Third,"Lefebre, Master. Henry Forbes",Male,?,3,1,4133,25.4667,?,Southampton,?,No
956,Third,"Lefebre, Miss. Ida",Female,?,3,1,4133,25.4667,?,Southampton,?,No
957,Third,"Lefebre, Miss. Jeannie",Female,?,3,1,4133,25.4667,?,Southampton,?,No
958,Third,"Lefebre, Miss. Mathilde",Female,?,3,1,4133,25.4667,?,Southampton,?,No
959,Third,"Lefebre, Mrs. Frank (Frances)",Female,?,0,4,4133,25.4667,?,Southampton,?,No
960,Third,"Leinonen, Mr. Antti Gustaf",Male,32,0,0,STON/O 2. 3101292,7.925,?,Southampton,?,No
961,Third,"Lemberopolous, Mr. Peter L",Male,34.5,0,0,2683,6.4375,?,Cherbourg,?,No
962,Third,"Lennon, Miss. Mary",Female,?,1,0,370371,15.5,?,Queenstown,?,No
963,Third,"Lennon, Mr. Denis",Male,?,1,0,370371,15.5,?,Queenstown,?,No
964,Third,"Leonard, Mr. Lionel",Male,36,0,0,LINE,0,?,Southampton,?,No
965,Third,"Lester, Mr. James",Male,39,0,0,A/4 48871,24.15,?,Southampton,?,No
966,Third,"Lievens, Mr. Rene Aime",Male,24,0,0,345781,9.5,?,Southampton,?,No
967,Third,"Lindahl, Miss. Agda Thorilda Viktoria",Female,25,0,0,347071,7.775,?,Southampton,?,No
968,Third,"Lindblom, Miss. Augusta Charlotta",Female,45,0,0,347073,7.75,?,Southampton,?,No
969,Third,"Lindell, Mr. Edvard Bengtsson",Male,36,1,0,349910,15.55,?,Southampton,A,No
970,Third,"Lindell, Mrs. Edvard Bengtsson (Elin Gerda Persson)",Female,30,1,0,349910,15.55,?,Southampton,A,No
971,Third,"Lindqvist, Mr. Eino William",Male,20,1,0,STON/O 2. 3101285,7.925,?,Southampton,15,Yes
972,Third,"Linehan, Mr. Michael",Male,?,0,0,330971,7.8792,?,Queenstown,?,No
973,Third,"Ling, Mr. Lee",Male,28,0,0,1601,56.4958,?,Southampton,?,No
974,Third,"Lithman, Mr. Simon",Male,?,0,0,S.O./P.P. 251,7.55,?,Southampton,?,No
975,Third,"Lobb, Mr. William Arthur",Male,30,1,0,A/5. 3336,16.1,?,Southampton,?,No
976,Third,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",Female,26,1,0,A/5. 3336,16.1,?,Southampton,?,No
977,Third,"Lockyer, Mr. Edward",Male,?,0,0,1222,7.8792,?,Southampton,?,No
978,Third,"Lovell, Mr. John Hall (""Henry"")",Male,20.5,0,0,A/5 21173,7.25,?,Southampton,?,No
979,Third,"Lulic, Mr. Nikola",Male,27,0,0,315098,8.6625,?,Southampton,15,Yes
980,Third,"Lundahl, Mr. Johan Svensson",Male,51,0,0,347743,7.0542,?,Southampton,?,No
981,Third,"Lundin, Miss. Olga Elida",Female,23,0,0,347469,7.8542,?,Southampton,10,Yes
982,Third,"Lundstrom, Mr. Thure Edvin",Male,32,0,0,350403,7.5792,?,Southampton,15,Yes
983,Third,"Lyntakoff, Mr. Stanko",Male,?,0,0,349235,7.8958,?,Southampton,?,No
984,Third,"MacKay, Mr. George William",Male,?,0,0,C.A. 42795,7.55,?,Southampton,?,No
985,Third,"Madigan, Miss. Margaret ""Maggie""",Female,?,0,0,370370,7.75,?,Queenstown,15,Yes
986,Third,"Madsen, Mr. Fridtjof Arne",Male,24,0,0,C 17369,7.1417,?,Southampton,13,Yes
987,Third,"Maenpaa, Mr. Matti Alexanteri",Male,22,0,0,STON/O 2. 3101275,7.125,?,Southampton,?,No
988,Third,"Mahon, Miss. Bridget Delia",Female,?,0,0,330924,7.8792,?,Queenstown,?,No
989,Third,"Mahon, Mr. John",Male,?,0,0,AQ/4 3130,7.75,?,Queenstown,?,No
990,Third,"Maisner, Mr. Simon",Male,?,0,0,A/S 2816,8.05,?,Southampton,?,No
991,Third,"Makinen, Mr. Kalle Edvard",Male,29,0,0,STON/O 2. 3101268,7.925,?,Southampton,?,No
992,Third,"Mamee, Mr. Hanna",Male,?,0,0,2677,7.2292,?,Cherbourg,15,Yes
993,Third,"Mangan, Miss. Mary",Female,30.5,0,0,364850,7.75,?,Queenstown,?,No
994,Third,"Mannion, Miss. Margareth",Female,?,0,0,36866,7.7375,?,Queenstown,16,Yes
995,Third,"Mardirosian, Mr. Sarkis",Male,?,0,0,2655,7.2292,F E46,Cherbourg,?,No
996,Third,"Markoff, Mr. Marin",Male,35,0,0,349213,7.8958,?,Cherbourg,?,No
997,Third,"Markun, Mr. Johann",Male,33,0,0,349257,7.8958,?,Southampton,?,No
998,Third,"Masselmani, Mrs. Fatima",Female,?,0,0,2649,7.225,?,Cherbourg,C,Yes
999,Third,"Matinoff, Mr. Nicola",Male,?,0,0,349255,7.8958,?,Cherbourg,?,No
1000,Third,"McCarthy, Miss. Catherine ""Katie""",Female,?,0,0,383123,7.75,?,Queenstown,15 16,Yes
1001,Third,"McCormack, Mr. Thomas Joseph",Male,?,0,0,367228,7.75,?,Queenstown,?,Yes
1002,Third,"McCoy, Miss. Agnes",Female,?,2,0,367226,23.25,?,Queenstown,16,Yes
1003,Third,"McCoy, Miss. Alicia",Female,?,2,0,367226,23.25,?,Queenstown,16,Yes
1004,Third,"McCoy, Mr. Bernard",Male,?,2,0,367226,23.25,?,Queenstown,16,Yes
1005,Third,"McDermott, Miss. Brigdet Delia",Female,?,0,0,330932,7.7875,?,Queenstown,13,Yes
1006,Third,"McEvoy, Mr. Michael",Male,?,0,0,36568,15.5,?,Queenstown,?,No
1007,Third,"McGovern, Miss. Mary",Female,?,0,0,330931,7.8792,?,Queenstown,13,Yes
1008,Third,"McGowan, Miss. Anna ""Annie""",Female,15,0,0,330923,8.0292,?,Queenstown,?,Yes
1009,Third,"McGowan, Miss. Katherine",Female,35,0,0,9232,7.75,?,Queenstown,?,No
1010,Third,"McMahon, Mr. Martin",Male,?,0,0,370372,7.75,?,Queenstown,?,No
1011,Third,"McNamee, Mr. Neal",Male,24,1,0,376566,16.1,?,Southampton,?,No
1012,Third,"McNamee, Mrs. Neal (Eileen O'Leary)",Female,19,1,0,376566,16.1,?,Southampton,?,No
1013,Third,"McNeill, Miss. Bridget",Female,?,0,0,370368,7.75,?,Queenstown,?,No
1014,Third,"Meanwell, Miss. (Marion Ogden)",Female,?,0,0,SOTON/O.Q. 392087,8.05,?,Southampton,?,No
1015,Third,"Meek, Mrs. Thomas (Annie Louise Rowley)",Female,?,0,0,343095,8.05,?,Southampton,?,No
1016,Third,"Meo, Mr. Alfonzo",Male,55.5,0,0,A.5. 11206,8.05,?,Southampton,?,No
1017,Third,"Mernagh, Mr. Robert",Male,?,0,0,368703,7.75,?,Queenstown,?,No
1018,Third,"Midtsjo, Mr. Karl Albert",Male,21,0,0,345501,7.775,?,Southampton,15,Yes
1019,Third,"Miles, Mr. Frank",Male,?,0,0,359306,8.05,?,Southampton,?,No
1020,Third,"Mineff, Mr. Ivan",Male,24,0,0,349233,7.8958,?,Southampton,?,No
1021,Third,"Minkoff, Mr. Lazar",Male,21,0,0,349211,7.8958,?,Southampton,?,No
1022,Third,"Mionoff, Mr. Stoytcho",Male,28,0,0,349207,7.8958,?,Southampton,?,No
1023,Third,"Mitkoff, Mr. Mito",Male,?,0,0,349221,7.8958,?,Southampton,?,No
1024,Third,"Mockler, Miss. Helen Mary ""Ellie""",Female,?,0,0,330980,7.8792,?,Queenstown,16,Yes
1025,Third,"Moen, Mr. Sigurd Hansen",Male,25,0,0,348123,7.65,F G73,Southampton,?,No
1026,Third,"Moor, Master. Meier",Male,6,0,1,392096,12.475,E121,Southampton,14,Yes
1027,Third,"Moor, Mrs. (Beila)",Female,27,0,1,392096,12.475,E121,Southampton,14,Yes
1028,Third,"Moore, Mr. Leonard Charles",Male,?,0,0,A4. 54510,8.05,?,Southampton,?,No
